variable,year,region,unit,value
Land Cover|Cropland,2025,GBR,million ha,6.0861833
Land Cover|Cropland,2025,GEO,million ha,0.4319
Land Cover|Cropland,2025,GHA,million ha,7.4175
Land Cover|Cropland,2025,GIN,million ha,7.293891
Land Cover|Cropland,2025,GLP,million ha,0.022387
Land Cover|Cropland,2025,GMB,million ha,0.447
Land Cover|Cropland,2025,GNB,million ha,0.6455305
Land Cover|Cropland,2025,GNQ,million ha,0.0998
Land Cover|Cropland,2025,GRC,million ha,2.8959662
Land Cover|Cropland,2025,GRD,million ha,0.007
Land Cover|Cropland,2025,GTM,million ha,2.737
Land Cover|Cropland,2025,GUF,million ha,0.016435
Land Cover|Cropland,2025,GUM,million ha,0.008
Land Cover|Cropland,2025,GUY,million ha,0.126
Land Cover|Cropland,2025,HKG,million ha,0.003
Land Cover|Cropland,2025,HND,million ha,1.618
Land Cover|Cropland,2025,HRV,million ha,0.947
Land Cover|Cropland,2025,HTI,million ha,1.305
Land Cover|Cropland,2025,HUN,million ha,4.294114
Land Cover|Cropland,2025,IDN,million ha,44.122203
Land Cover|Cropland,2025,IMN,million ha,0.0234399
Land Cover|Cropland,2025,IND,million ha,168.323
Land Cover|Cropland,2025,IRL,million ha,0.441
Land Cover|Cropland,2025,IRN,million ha,17.59
Land Cover|Cropland,2025,IRQ,million ha,5.4924
Land Cover|Cropland,2025,ISL,million ha,0.121
Land Cover|Cropland,2025,ISR,million ha,0.3727
Land Cover|Cropland,2025,ITA,million ha,9.484067
Land Cover|Cropland,2025,JAM,million ha,0.188
Land Cover|Cropland,2025,JOR,million ha,0.2873
Land Cover|Cropland,2025,JPN,million ha,4.297
Land Cover|Cropland,2025,KAZ,million ha,29.8017
Land Cover|Cropland,2025,KEN,million ha,7.4686669
Land Cover|Cropland,2025,KGZ,million ha,1.363475
Land Cover|Cropland,2025,KHM,million ha,4.6543397
Land Cover|Cropland,2025,KIR,million ha,0.034
Land Cover|Cropland,2025,KNA,million ha,0.0051
Land Cover|Cropland,2025,KOR,million ha,1.512
Land Cover|Cropland,2025,KWT,million ha,0.014
Land Cover|Cropland,2025,LAO,million ha,1.6102
Land Cover|Cropland,2025,LBN,million ha,0.2742138
Land Cover|Cropland,2025,LBR,million ha,0.7
Land Cover|Cropland,2025,LBY,million ha,2.05
Land Cover|Cropland,2025,LCA,million ha,0.00957
Land Cover|Cropland,2025,LIE,million ha,0.00173
Land Cover|Cropland,2025,LKA,million ha,2.5669
Land Cover|Cropland,2025,LSO,million ha,0.360748
Land Cover|Cropland,2025,LTU,million ha,2.336
Land Cover|Cropland,2025,LUX,million ha,0.062878
Land Cover|Cropland,2025,LVA,million ha,1.37
Land Cover|Cropland,2025,MAR,million ha,8.7882659
Land Cover|Cropland,2025,MDA,million ha,2.137
Land Cover|Cropland,2025,MDG,million ha,3.6
Land Cover|Cropland,2025,MDV,million ha,0.0049
Land Cover|Cropland,2025,MEX,million ha,24.4457137
Land Cover|Cropland,2025,MHL,million ha,0.007
Land Cover|Cropland,2025,MKD,million ha,0.456
Land Cover|Cropland,2025,MLI,million ha,8.6394888
Land Cover|Cropland,2025,MLT,million ha,0.008291
Land Cover|Cropland,2025,MMR,million ha,12.517332
Land Cover|Cropland,2025,MNE,million ha,0.01434
Land Cover|Cropland,2025,MNG,million ha,1.1489685
Land Cover|Cropland,2025,MNP,million ha,0.00017
Land Cover|Cropland,2025,MOZ,million ha,6.0485
Land Cover|Cropland,2025,MRT,million ha,0.46
Land Cover|Cropland,2025,MSR,million ha,0.002
Land Cover|Cropland,2025,MTQ,million ha,0.016848
Land Cover|Cropland,2025,MUS,million ha,0.0789574
Land Cover|Cropland,2025,MWI,million ha,4.2
Land Cover|Cropland,2025,MYS,million ha,8.2443
Land Cover|Cropland,2025,MYT,million ha,0.019389
Land Cover|Cropland,2025,NAM,million ha,0.812
Land Cover|Cropland,2025,NCL,million ha,0.0097
Land Cover|Cropland,2025,NER,million ha,17.8165
Land Cover|Cropland,2025,NGA,million ha,44.2262087
Land Cover|Cropland,2025,NIC,million ha,1.799
Land Cover|Cropland,2025,NIU,million ha,0.0038
Land Cover|Cropland,2025,NLD,million ha,1.045
Land Cover|Cropland,2025,NOR,million ha,0.806
Land Cover|Cropland,2025,NPL,million ha,1.9488
Land Cover|Cropland,2025,NRU,million ha,0.0004
Land Cover|Cropland,2025,NZL,million ha,0.592
Land Cover|Cropland,2025,OMN,million ha,0.12173
Land Cover|Cropland,2025,PAK,million ha,30.995
Land Cover|Cropland,2025,PAN,million ha,0.6809662
Land Cover|Cropland,2025,PER,million ha,6.198638
Land Cover|Cropland,2025,PHL,million ha,11.2226
Land Cover|Cropland,2025,PLW,million ha,0.0023
Land Cover|Cropland,2025,PNG,million ha,1.215
Land Cover|Cropland,2025,POL,million ha,11.546
Land Cover|Cropland,2025,PRI,million ha,0.0662
Land Cover|Cropland,2025,PRK,million ha,2.5453
Land Cover|Cropland,2025,PRT,million ha,1.8078059
Land Cover|Cropland,2025,PRY,million ha,4.643491
Land Cover|Cropland,2025,PSE,million ha,0.1132
Land Cover|Cropland,2025,PYF,million ha,0.0285
Land Cover|Cropland,2025,QAT,million ha,0.024
Land Cover|Cropland,2025,REU,million ha,0.028665
Land Cover|Cropland,2025,ROU,million ha,8.813
Land Cover|Cropland,2025,RUS,million ha,123.649
Land Cover|Cropland,2025,RWA,million ha,1.497071
Land Cover|Cropland,2025,SAU,million ha,3.637417
Land Cover|Cropland,2025,SDN,million ha,21.211
Land Cover|Cropland,2025,SEN,million ha,3.911
Land Cover|Cropland,2025,SGP,million ha,0.00066
Land Cover|Cropland,2025,SHN,million ha,0.004
Land Cover|Cropland,2025,SLB,million ha,0.1012
Land Cover|Cropland,2025,SLE,million ha,1.749
Land Cover|Cropland,2025,SLV,million ha,0.881
Land Cover|Cropland,2025,SMR,million ha,0.0023
Land Cover|Cropland,2025,SOM,million ha,1.1292
Land Cover|Cropland,2025,SPM,million ha,0.002
Land Cover|Cropland,2025,SRB,million ha,2.817
Land Cover|Cropland,2025,SSD,million ha,2.5742333
Land Cover|Cropland,2025,STP,million ha,0.042
Land Cover|Cropland,2025,SUR,million ha,0.055432
Land Cover|Cropland,2025,SVK,million ha,1.324
Land Cover|Cropland,2025,SVN,million ha,0.23338
Land Cover|Cropland,2025,SWE,million ha,2.529
Land Cover|Cropland,2025,SWZ,million ha,0.195
Land Cover|Cropland,2025,SYC,million ha,0.00155
Land Cover|Cropland,2025,SYR,million ha,5.442
Land Cover|Cropland,2025,TCA,million ha,0.001
Land Cover|Cropland,2025,TCD,million ha,5.3373
Land Cover|Cropland,2025,TGO,million ha,2.82
Land Cover|Cropland,2025,THA,million ha,21.576
Land Cover|Cropland,2025,TJK,million ha,1.049
Land Cover|Cropland,2025,TKL,million ha,0.0006
Land Cover|Cropland,2025,TKM,million ha,1.6313392
Land Cover|Cropland,2025,TLS,million ha,0.1914
Land Cover|Cropland,2025,TON,million ha,0.031
Land Cover|Cropland,2025,TTO,million ha,0.047
Land Cover|Cropland,2025,TUN,million ha,4.9505
Land Cover|Cropland,2025,TUR,million ha,23.971
Land Cover|Cropland,2025,TUV,million ha,0.0018
Land Cover|Cropland,2025,TWN,million ha,0.779
Land Cover|Cropland,2025,TZA,million ha,15.5212
Land Cover|Cropland,2025,UGA,million ha,9.1
Land Cover|Cropland,2025,UKR,million ha,33.777
Land Cover|Cropland,2025,URY,million ha,2.2386
Land Cover|Cropland,2025,USA,million ha,154.7341251
Land Cover|Cropland,2025,UZB,million ha,4.468
Land Cover|Cropland,2025,VCT,million ha,0.005
Land Cover|Cropland,2025,VEN,million ha,3.3
Land Cover|Cropland,2025,VGB,million ha,0.002
Land Cover|Cropland,2025,VIR,million ha,0.0011
Land Cover|Cropland,2025,VNM,million ha,11.649036
Land Cover|Cropland,2025,VUT,million ha,0.145
Land Cover|Cropland,2025,WLF,million ha,0.006
Land Cover|Cropland,2025,WSM,million ha,0.04242
Land Cover|Cropland,2025,World,million ha,1571.455713
Land Cover|Cropland,2025,YEM,million ha,1.452
Land Cover|Cropland,2025,ZAF,million ha,12.413
Land Cover|Cropland,2025,ZMB,million ha,3.839
Land Cover|Cropland,2025,ZWE,million ha,4.0671216
Yield|Cropland|Cereals,2025,AFG,t DM/ha/yr,1.98063242518135
Yield|Cropland|Cereals,2025,AGO,t DM/ha/yr,0.908065805166437
Yield|Cropland|Cereals,2025,ALB,t DM/ha/yr,4.47413533979462
Yield|Cropland|Cereals,2025,ARE,t DM/ha/yr,20.04359
Yield|Cropland|Cereals,2025,ARG,t DM/ha/yr,3.3461570459833
Yield|Cropland|Cereals,2025,ARM,t DM/ha/yr,2.07349503151126
Yield|Cropland|Cereals,2025,ATG,t DM/ha/yr,1.772116
Yield|Cropland|Cereals,2025,AUS,t DM/ha/yr,2.8252520648307
Yield|Cropland|Cereals,2025,AUT,t DM/ha/yr,6.13401698785777
Yield|Cropland|Cereals,2025,AZE,t DM/ha/yr,2.94424077233475
Yield|Cropland|Cereals,2025,BDI,t DM/ha/yr,1.19204694738156
Yield|Cropland|Cereals,2025,BEL,t DM/ha/yr,7.38728116873556
Yield|Cropland|Cereals,2025,BEN,t DM/ha/yr,0.973485555149344
Yield|Cropland|Cereals,2025,BFA,t DM/ha/yr,1.06725213011765
Yield|Cropland|Cereals,2025,BGD,t DM/ha/yr,4.55729450768167
Yield|Cropland|Cereals,2025,BGR,t DM/ha/yr,4.53978710446763
Yield|Cropland|Cereals,2025,BHS,t DM/ha/yr,6.492742
Yield|Cropland|Cereals,2025,BIH,t DM/ha/yr,4.78513450832188
Yield|Cropland|Cereals,2025,BLR,t DM/ha/yr,2.99201495510924
Yield|Cropland|Cereals,2025,BLZ,t DM/ha/yr,3.33975220225423
Yield|Cropland|Cereals,2025,BOL,t DM/ha/yr,1.77752934795867
Yield|Cropland|Cereals,2025,BRA,t DM/ha/yr,4.59602825077348
Yield|Cropland|Cereals,2025,BRB,t DM/ha/yr,2.399744
Yield|Cropland|Cereals,2025,BRN,t DM/ha/yr,2.146029
Yield|Cropland|Cereals,2025,BTN,t DM/ha/yr,2.84545021739647
Yield|Cropland|Cereals,2025,BWA,t DM/ha/yr,0.40972426120273
Yield|Cropland|Cereals,2025,CAF,t DM/ha/yr,0.758724106163049
Yield|Cropland|Cereals,2025,CAN,t DM/ha/yr,3.21654363269462
Yield|Cropland|Cereals,2025,CHE,t DM/ha/yr,4.9786034417435
Yield|Cropland|Cereals,2025,CHL,t DM/ha/yr,5.5600429204625
Yield|Cropland|Cereals,2025,CHN,t DM/ha/yr,5.52233194296039
Yield|Cropland|Cereals,2025,CIV,t DM/ha/yr,2.07905979203098
Yield|Cropland|Cereals,2025,CMR,t DM/ha/yr,1.54673037948262
Yield|Cropland|Cereals,2025,COD,t DM/ha/yr,0.725047204387345
Yield|Cropland|Cereals,2025,COG,t DM/ha/yr,0.766830373308934
Yield|Cropland|Cereals,2025,COL,t DM/ha/yr,3.70712133859718
Yield|Cropland|Cereals,2025,COM,t DM/ha/yr,1.49160385951941
Yield|Cropland|Cereals,2025,CPV,t DM/ha/yr,0.01978
Yield|Cropland|Cereals,2025,CRI,t DM/ha/yr,3.65308453345698
Yield|Cropland|Cereals,2025,CUB,t DM/ha/yr,1.7900850036484
Yield|Cropland|Cereals,2025,CYP,t DM/ha/yr,1.89441858686441
Yield|Cropland|Cereals,2025,CZE,t DM/ha/yr,5.30248852960826
Yield|Cropland|Cereals,2025,DEU,t DM/ha/yr,6.12957367020127
Yield|Cropland|Cereals,2025,DJI,t DM/ha/yr,1.737802
Yield|Cropland|Cereals,2025,DMA,t DM/ha/yr,1.446864
Yield|Cropland|Cereals,2025,DNK,t DM/ha/yr,4.97543817794482
Yield|Cropland|Cereals,2025,DOM,t DM/ha/yr,3.8843619705273
Yield|Cropland|Cereals,2025,DZA,t DM/ha/yr,1.07961186486024
Yield|Cropland|Cereals,2025,ECU,t DM/ha/yr,3.48182024111539
Yield|Cropland|Cereals,2025,EGY,t DM/ha/yr,6.42188179622326
Yield|Cropland|Cereals,2025,ERI,t DM/ha/yr,0.563660850902057
Yield|Cropland|Cereals,2025,ESP,t DM/ha/yr,1.9138250029663
Yield|Cropland|Cereals,2025,EST,t DM/ha/yr,2.98783660797955
Yield|Cropland|Cereals,2025,ETH,t DM/ha/yr,2.45967769145765
Yield|Cropland|Cereals,2025,FIN,t DM/ha/yr,2.91739299645464
Yield|Cropland|Cereals,2025,FJI,t DM/ha/yr,3.566120756479
Yield|Cropland|Cereals,2025,FRA,t DM/ha/yr,6.33993523887734
Yield|Cropland|Cereals,2025,FSM,t DM/ha/yr,1.47847155621302
Yield|Cropland|Cereals,2025,GAB,t DM/ha/yr,1.36515008140379
Yield|Cropland|Cereals,2025,GBR,t DM/ha/yr,6.24913609399936
Yield|Cropland|Cereals,2025,GEO,t DM/ha/yr,2.2282430438871
Yield|Cropland|Cereals,2025,GHA,t DM/ha/yr,2.32609406414967
Yield|Cropland|Cereals,2025,GIN,t DM/ha/yr,1.19284053493912
Yield|Cropland|Cereals,2025,GMB,t DM/ha/yr,0.699616227498743
Yield|Cropland|Cereals,2025,GNB,t DM/ha/yr,1.37870195423403
Yield|Cropland|Cereals,2025,GRC,t DM/ha/yr,3.59337142299881
Yield|Cropland|Cereals,2025,GRD,t DM/ha/yr,0.858968
Yield|Cropland|Cereals,2025,GTM,t DM/ha/yr,1.56837251226358
Yield|Cropland|Cereals,2025,GUY,t DM/ha/yr,5.17368458276182
Yield|Cropland|Cereals,2025,HND,t DM/ha/yr,1.6249444653114
Yield|Cropland|Cereals,2025,HRV,t DM/ha/yr,5.1182238754888
Yield|Cropland|Cereals,2025,HTI,t DM/ha/yr,0.919325931946613
Yield|Cropland|Cereals,2025,HUN,t DM/ha/yr,5.43108984303512
Yield|Cropland|Cereals,2025,IDN,t DM/ha/yr,5.29642869122127
Yield|Cropland|Cereals,2025,IND,t DM/ha/yr,3.04948075462938
Yield|Cropland|Cereals,2025,IRL,t DM/ha/yr,6.14837869390407
Yield|Cropland|Cereals,2025,IRN,t DM/ha/yr,2.11056131447791
Yield|Cropland|Cereals,2025,IRQ,t DM/ha/yr,2.39210498120135
Yield|Cropland|Cereals,2025,ISL,t DM/ha/yr,2.1506385
Yield|Cropland|Cereals,2025,ISR,t DM/ha/yr,2.22104674969533
Yield|Cropland|Cereals,2025,ITA,t DM/ha/yr,4.56961083991468
Yield|Cropland|Cereals,2025,JAM,t DM/ha/yr,0.980744
Yield|Cropland|Cereals,2025,JOR,t DM/ha/yr,1.40280097025704
Yield|Cropland|Cereals,2025,JPN,t DM/ha/yr,5.34227039815592
Yield|Cropland|Cereals,2025,KAZ,t DM/ha/yr,0.904781495561223
Yield|Cropland|Cereals,2025,KEN,t DM/ha/yr,1.51995612007065
Yield|Cropland|Cereals,2025,KGZ,t DM/ha/yr,2.43100407546352
Yield|Cropland|Cereals,2025,KHM,t DM/ha/yr,3.26795095745108
Yield|Cropland|Cereals,2025,KOR,t DM/ha/yr,5.66955582275602
Yield|Cropland|Cereals,2025,KWT,t DM/ha/yr,12.9206391289855
Yield|Cropland|Cereals,2025,LAO,t DM/ha/yr,3.85451247669401
Yield|Cropland|Cereals,2025,LBN,t DM/ha/yr,2.1090006275344
Yield|Cropland|Cereals,2025,LBR,t DM/ha/yr,0.928725
Yield|Cropland|Cereals,2025,LBY,t DM/ha/yr,0.587591280526433
Yield|Cropland|Cereals,2025,LKA,t DM/ha/yr,3.29748380299808
Yield|Cropland|Cereals,2025,LSO,t DM/ha/yr,0.693298283294836
Yield|Cropland|Cereals,2025,LTU,t DM/ha/yr,3.6543239899553
Yield|Cropland|Cereals,2025,LUX,t DM/ha/yr,4.86092656378601
Yield|Cropland|Cereals,2025,LVA,t DM/ha/yr,3.10641254178674
Yield|Cropland|Cereals,2025,MAR,t DM/ha/yr,1.30596007612403
Yield|Cropland|Cereals,2025,MDA,t DM/ha/yr,2.97733742775716
Yield|Cropland|Cereals,2025,MDG,t DM/ha/yr,2.10908303999689
Yield|Cropland|Cereals,2025,MDV,t DM/ha/yr,2.11840150595238
Yield|Cropland|Cereals,2025,MEX,t DM/ha/yr,3.68705608986308
Yield|Cropland|Cereals,2025,MKD,t DM/ha/yr,2.97138004560976
Yield|Cropland|Cereals,2025,MLI,t DM/ha/yr,1.38457145041472
Yield|Cropland|Cereals,2025,MMR,t DM/ha/yr,3.2657957195718
Yield|Cropland|Cereals,2025,MNE,t DM/ha/yr,2.88510813092933
Yield|Cropland|Cereals,2025,MNG,t DM/ha/yr,1.12813895506446
Yield|Cropland|Cereals,2025,MOZ,t DM/ha/yr,0.636143038188512
Yield|Cropland|Cereals,2025,MRT,t DM/ha/yr,1.71657539038198
Yield|Cropland|Cereals,2025,MUS,t DM/ha/yr,10.013324
Yield|Cropland|Cereals,2025,MWI,t DM/ha/yr,1.59956885495818
Yield|Cropland|Cereals,2025,MYS,t DM/ha/yr,3.06553762439497
Yield|Cropland|Cereals,2025,NAM,t DM/ha/yr,0.388516491806272
Yield|Cropland|Cereals,2025,NCL,t DM/ha/yr,8.42026837919463
Yield|Cropland|Cereals,2025,NER,t DM/ha/yr,0.437076072036933
Yield|Cropland|Cereals,2025,NGA,t DM/ha/yr,1.34807269462619
Yield|Cropland|Cereals,2025,NIC,t DM/ha/yr,2.1793207358286
Yield|Cropland|Cereals,2025,NLD,t DM/ha/yr,7.02344844883096
Yield|Cropland|Cereals,2025,NOR,t DM/ha/yr,2.44052732949585
Yield|Cropland|Cereals,2025,NPL,t DM/ha/yr,2.90063091455904
Yield|Cropland|Cereals,2025,NZL,t DM/ha/yr,7.21060730305073
Yield|Cropland|Cereals,2025,OMN,t DM/ha/yr,25.7697696117297
Yield|Cropland|Cereals,2025,PAK,t DM/ha/yr,3.04595154274946
Yield|Cropland|Cereals,2025,PAN,t DM/ha/yr,3.33430448345058
Yield|Cropland|Cereals,2025,PER,t DM/ha/yr,4.15787756684968
Yield|Cropland|Cereals,2025,PHL,t DM/ha/yr,3.22382557843165
Yield|Cropland|Cereals,2025,PNG,t DM/ha/yr,4.22877843176249
Yield|Cropland|Cereals,2025,POL,t DM/ha/yr,4.27081687457228
Yield|Cropland|Cereals,2025,PRI,t DM/ha/yr,3.13998655575868
Yield|Cropland|Cereals,2025,PRK,t DM/ha/yr,3.09545535365683
Yield|Cropland|Cereals,2025,PRT,t DM/ha/yr,4.75108753289196
Yield|Cropland|Cereals,2025,PRY,t DM/ha/yr,3.87155226843691
Yield|Cropland|Cereals,2025,PSE,t DM/ha/yr,2.15531622300594
Yield|Cropland|Cereals,2025,QAT,t DM/ha/yr,15.7417276363636
Yield|Cropland|Cereals,2025,ROU,t DM/ha/yr,3.48815612200947
Yield|Cropland|Cereals,2025,RUS,t DM/ha/yr,2.76068232289934
Yield|Cropland|Cereals,2025,RWA,t DM/ha/yr,1.35873691041778
Yield|Cropland|Cereals,2025,SAU,t DM/ha/yr,4.46670306918543
Yield|Cropland|Cereals,2025,SDN,t DM/ha/yr,0.396771489839429
Yield|Cropland|Cereals,2025,SEN,t DM/ha/yr,1.91627732962214
Yield|Cropland|Cereals,2025,SLB,t DM/ha/yr,1.653435
Yield|Cropland|Cereals,2025,SLE,t DM/ha/yr,1.26123527796077
Yield|Cropland|Cereals,2025,SLV,t DM/ha/yr,2.38362181839815
Yield|Cropland|Cereals,2025,SOM,t DM/ha/yr,0.440169448487453
Yield|Cropland|Cereals,2025,SRB,t DM/ha/yr,5.28106984230398
Yield|Cropland|Cereals,2025,SSD,t DM/ha/yr,0.866828587435505
Yield|Cropland|Cereals,2025,STP,t DM/ha/yr,1.723354
Yield|Cropland|Cereals,2025,SUR,t DM/ha/yr,3.54866108702547
Yield|Cropland|Cereals,2025,SVK,t DM/ha/yr,5.39431100985349
Yield|Cropland|Cereals,2025,SVN,t DM/ha/yr,5.45194034019987
Yield|Cropland|Cereals,2025,SWE,t DM/ha/yr,3.90089259100457
Yield|Cropland|Cereals,2025,SWZ,t DM/ha/yr,1.05624938396479
Yield|Cropland|Cereals,2025,SYR,t DM/ha/yr,1.58348820822665
Yield|Cropland|Cereals,2025,TCD,t DM/ha/yr,0.727772538750805
Yield|Cropland|Cereals,2025,TGO,t DM/ha/yr,1.01641595127573
Yield|Cropland|Cereals,2025,THA,t DM/ha/yr,2.6833192136793
Yield|Cropland|Cereals,2025,TJK,t DM/ha/yr,3.15527486660742
Yield|Cropland|Cereals,2025,TKM,t DM/ha/yr,1.60093892606169
Yield|Cropland|Cereals,2025,TLS,t DM/ha/yr,1.84119384073678
Yield|Cropland|Cereals,2025,TTO,t DM/ha/yr,1.37729814663462
Yield|Cropland|Cereals,2025,TUN,t DM/ha/yr,1.00708147983539
Yield|Cropland|Cereals,2025,TUR,t DM/ha/yr,3.18902444750537
Yield|Cropland|Cereals,2025,TWN,t DM/ha/yr,5.62631726748985
Yield|Cropland|Cereals,2025,TZA,t DM/ha/yr,1.67582840156066
Yield|Cropland|Cereals,2025,UGA,t DM/ha/yr,1.79797431967405
Yield|Cropland|Cereals,2025,UKR,t DM/ha/yr,4.83225122831551
Yield|Cropland|Cereals,2025,URY,t DM/ha/yr,4.01016276876902
Yield|Cropland|Cereals,2025,USA,t DM/ha/yr,7.30257307274055
Yield|Cropland|Cereals,2025,UZB,t DM/ha/yr,4.64662278276605
Yield|Cropland|Cereals,2025,VCT,t DM/ha/yr,12.097362
Yield|Cropland|Cereals,2025,VEN,t DM/ha/yr,3.52416259809322
Yield|Cropland|Cereals,2025,VNM,t DM/ha/yr,5.17592796062581
Yield|Cropland|Cereals,2025,VUT,t DM/ha/yr,0.544552
Yield|Cropland|Cereals,2025,World,t DM/ha/yr,4.17425122962515
Yield|Cropland|Cereals,2025,YEM,t DM/ha/yr,0.703457383977901
Yield|Cropland|Cereals,2025,ZAF,t DM/ha/yr,4.93460661881688
Yield|Cropland|Cereals,2025,ZMB,t DM/ha/yr,2.02327102962735
Yield|Cropland|Cereals,2025,ZWE,t DM/ha/yr,0.645351643613599
