variable,year,region,unit,value
GDP|PPP,2020,SVK,billion USD_2010/yr,159.25460538
GDP|PPP,2020,SVN,billion USD_2010/yr,73.51041552
GDP|PPP,2020,SWE,billion USD_2010/yr,493.81197994
GDP|PPP,2020,SWZ,billion USD_2010/yr,9.61911096
GDP|PPP,2020,SXM,billion USD_2010/yr,1.4301276960000002
GDP|PPP,2020,SYC,billion USD_2010/yr,2.6192477760000004
GDP|PPP,2020,SYR,billion USD_2010/yr,89.536767072
GDP|PPP,2020,TCA,billion USD_2010/yr,0.8569887359999999
GDP|PPP,2020,TCD,billion USD_2010/yr,25.306236288
GDP|PPP,2020,TGO,billion USD_2010/yr,18.136387056
GDP|PPP,2020,THA,billion USD_2010/yr,1216.9914428000002
GDP|PPP,2020,TJK,billion USD_2010/yr,30.683791488
GDP|PPP,2020,TKL,billion USD_2010/yr,0.0
GDP|PPP,2020,TKM,billion USD_2010/yr,90.87287852
GDP|PPP,2020,TLS,billion USD_2010/yr,6.143056368
GDP|PPP,2020,TON,billion USD_2010/yr,0.603555984
GDP|PPP,2020,TTO,billion USD_2010/yr,36.446616864
GDP|PPP,2020,TUN,billion USD_2010/yr,124.47888731999998
GDP|PPP,2020,TUR,billion USD_2010/yr,2264.3438138
GDP|PPP,2020,TUV,billion USD_2010/yr,0.044242944
GDP|PPP,2020,TWN,billion USD_2010/yr,0.0
GDP|PPP,2020,TZA,billion USD_2010/yr,169.52775514
GDP|PPP,2020,UGA,billion USD_2010/yr,98.18253325199998
GDP|PPP,2020,UKR,billion USD_2010/yr,573.08465686
GDP|PPP,2020,UMI,billion USD_2010/yr,0.0
GDP|PPP,2020,URY,billion USD_2010/yr,82.938765168
GDP|PPP,2020,USA,billion USD_2010/yr,19018.188898
GDP|PPP,2020,UZB,billion USD_2010/yr,248.01555646
GDP|PPP,2020,VAT,billion USD_2010/yr,0.0
GDP|PPP,2020,VCT,billion USD_2010/yr,1.3802270399999998
GDP|PPP,2020,VEN,billion USD_2010/yr,0.0
GDP|PPP,2020,VGB,billion USD_2010/yr,0.0
GDP|PPP,2020,VIR,billion USD_2010/yr,4.411687344
GDP|PPP,2020,VNM,billion USD_2010/yr,960.47254534
GDP|PPP,2020,VUT,billion USD_2010/yr,0.8127276
GDP|PPP,2020,WLF,billion USD_2010/yr,0.0
GDP|PPP,2020,WSM,billion USD_2010/yr,1.138255248
GDP|PPP,2020,World,billion USD_2010/yr,121816.28014
GDP|PPP,2020,YEM,billion USD_2010/yr,0.0
GDP|PPP,2020,ZAF,billion USD_2010/yr,695.14895644
GDP|PPP,2020,ZMB,billion USD_2010/yr,55.659097104
GDP|PPP,2020,ZWE,billion USD_2010/yr,41.896303344
Population,2020,ABW,million,0.10834
Population,2020,AFG,million,38.84946
Population,2020,AGO,million,33.45826
Population,2020,AIA,million,0.01556
Population,2020,ALA,million,0.0279
Population,2020,ALB,million,2.82956
Population,2020,AND,million,0.07744
Population,2020,ARE,million,9.56874
Population,2020,ARG,million,45.10812
Population,2020,ARM,million,2.9649
Population,2020,ASM,million,0.0496799999999999
Population,2020,ATA,million,0.001
Population,2020,ATF,million,0.0001
Population,2020,ATG,million,0.09184
Population,2020,AUS,million,25.52942
Population,2020,AUT,million,8.926999999999998
Population,2020,AZE,million,10.06736
Population,2020,BDI,million,12.60366
Population,2020,BEL,million,11.54422
Population,2020,BEN,million,13.07064
Population,2020,BES,million,0.02604
Population,2020,BFA,million,21.47664
Population,2020,BGD,million,166.3556
Population,2020,BGR,million,6.891159999999999
Population,2020,BHR,million,1.49764
Population,2020,BHS,million,0.3954399999999999
Population,2020,BIH,million,3.2963
Population,2020,BLM,million,0.01066
Population,2020,BLR,million,9.35386
Population,2020,BLZ,million,0.39096
Population,2020,BMU,million,0.06432
Population,2020,BOL,million,11.802139999999998
Population,2020,BRA,million,208.41606
Population,2020,BRB,million,0.2816
Population,2020,BRN,million,0.447
Population,2020,BTN,million,0.77018
Population,2020,BVT,million,0.0
Population,2020,BWA,million,2.36768
Population,2020,CAF,million,5.01202
Population,2020,CAN,million,37.97974
Population,2020,CCK,million,0.0006
Population,2020,CHE,million,8.64188
Population,2020,CHL,million,19.29416
Population,2020,CHN,million,1409.2279999999998
Population,2020,CIV,million,28.921460000000003
Population,2020,CMR,million,26.21434
Population,2020,COD,million,96.10618
Population,2020,COG,million,5.755979999999999
Population,2020,COK,million,0.01708
Population,2020,COL,million,50.49772
Population,2020,COM,million,0.80256
Population,2020,CPV,million,0.5157
Population,2020,CRI,million,5.0267
Population,2020,CUB,million,11.157659999999998
Population,2020,CUW,million,0.1548
Population,2020,CXR,million,0.0018
Population,2020,CYM,million,0.0687199999999999
Population,2020,CYP,million,1.30166
Population,2020,CZE,million,10.63552
Population,2020,DEU,million,83.23076
Population,2020,DJI,million,1.10482
Population,2020,DMA,million,0.06754
Population,2020,DNK,million,5.83982
Population,2020,DOM,million,11.00772
Population,2020,DZA,million,44.016020000000005
Population,2020,ECU,million,17.4884
Population,2020,EGY,million,109.22512
Population,2020,ERI,million,3.2967800000000005
Population,2020,ESH,million,0.55282
Population,2020,ESP,million,47.29464
Population,2020,EST,million,1.33162
Population,2020,ETH,million,118.96844000000002
Population,2020,FIN,million,5.53274
Population,2020,FJI,million,0.91664
Population,2020,FLK,million,0.00374
Population,2020,FRA,million,67.60986
Population,2020,FRO,million,0.0525399999999999
Population,2020,FSM,million,0.1109599999999999
Population,2020,GAB,million,2.32198
Population,2020,GBR,million,67.03902000000001
Population,2020,GEO,million,3.7181
Population,2020,GGY,million,0.06266
Population,2020,GHA,million,31.89044
Population,2020,GIB,million,0.03622
Population,2020,GIN,million,13.37518
Population,2020,GLP,million,0.39592
Population,2020,GMB,million,2.51692
Population,2020,GNB,million,2.0135
Population,2020,GNQ,million,1.7130800000000002
Population,2020,GRC,million,10.63184
Population,2020,GRD,million,0.11632
Population,2020,GRL,million,0.0564
Population,2020,GTM,million,17.350659999999998
Population,2020,GUF,million,0.2893
Population,2020,GUM,million,0.16312
Population,2020,GUY,million,0.8087799999999999
Population,2020,HKG,million,7.440139999999999
Population,2020,HMD,million,0.0
Population,2020,HND,million,10.11644
Population,2020,HRV,million,3.9174
Population,2020,HTI,million,11.23792
Population,2020,HUN,million,9.73022
Population,2020,IDN,million,274.56894
Population,2020,IMN,million,0.08402
Population,2020,IND,million,1401.18684
