source,variable,period,region,unit,value
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BGR,Mt CO2/yr,46.9978
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BHR,Mt CO2/yr,32.1297
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BHS,Mt CO2/yr,1.7858
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BIH,Mt CO2/yr,20.5249
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BLM,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BLR,Mt CO2/yr,55.8076
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BLZ,Mt CO2/yr,1.4651
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BMU,Mt CO2/yr,1.4272
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BOL,Mt CO2/yr,20.7804
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BRA,Mt CO2/yr,488.2907
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BRB,Mt CO2/yr,1.7406
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BRN,Mt CO2/yr,7.6715
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BTN,Mt CO2/yr,2.16
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BVT,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,BWA,Mt CO2/yr,8.3975
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CAF,Mt CO2/yr,1.6659
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CAN,Mt CO2/yr,569.7326
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CCK,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CHE,Mt CO2/yr,36.7768
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CHL,Mt CO2/yr,79.1706
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CHN,Mt CO2/yr,9887.7813
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CIV,Mt CO2/yr,11.2636
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CMR,Mt CO2/yr,10.1423
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,COD,Mt CO2/yr,4.7925
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,COG,Mt CO2/yr,6.9741
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,COK,Mt CO2/yr,1.4038
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,COL,Mt CO2/yr,83.5515
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,COM,Mt CO2/yr,1.5127
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CPV,Mt CO2/yr,1.8133
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CRI,Mt CO2/yr,8.8772
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CUB,Mt CO2/yr,30.3335
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CUW,Mt CO2/yr,3.9733
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CXR,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CYM,Mt CO2/yr,1.4719
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CYP,Mt CO2/yr,8.0621
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,CZE,Mt CO2/yr,102.1635
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,DEU,Mt CO2/yr,708.1713
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,DJI,Mt CO2/yr,1.9218
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,DMA,Mt CO2/yr,1.3645
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,DNK,Mt CO2/yr,33.1017
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,DOM,Mt CO2/yr,24.7402
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,DZA,Mt CO2/yr,158.9641
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ECU,Mt CO2/yr,42.8461
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,EGY,Mt CO2/yr,228.2337
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ERI,Mt CO2/yr,1.9086
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ESH,Mt CO2/yr,1.3347
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ESP,Mt CO2/yr,260.9897
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,EST,Mt CO2/yr,45.6757
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ETH,Mt CO2/yr,14.3985
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,FIN,Mt CO2/yr,44.1007
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,FJI,Mt CO2/yr,2.522
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,FLK,Mt CO2/yr,1.3458
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,FRA,Mt CO2/yr,320.2636
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,FRO,Mt CO2/yr,1.3337
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,FSM,Mt CO2/yr,1.5145
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GAB,Mt CO2/yr,7.7199
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GBR,Mt CO2/yr,412.842
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GEO,Mt CO2/yr,10.968
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GGY,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GHA,Mt CO2/yr,15.5383
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GIB,Mt CO2/yr,1.9225
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GIN,Mt CO2/yr,4.282
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GLP,Mt CO2/yr,1.7352
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GMB,Mt CO2/yr,1.8079
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GNB,Mt CO2/yr,1.6142
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GNQ,Mt CO2/yr,5.0618
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GRC,Mt CO2/yr,66.5449
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GRD,Mt CO2/yr,1.3938
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GRL,Mt CO2/yr,1.3342
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GTM,Mt CO2/yr,17.7349
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GUF,Mt CO2/yr,1.4973
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GUM,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,GUY,Mt CO2/yr,3.405
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,HKG,Mt CO2/yr,43.8832
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,HMD,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,HND,Mt CO2/yr,11.7604
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,HRV,Mt CO2/yr,18.5964
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,HTI,Mt CO2/yr,4.7476
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,HUN,Mt CO2/yr,46.148
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,IDN,Mt CO2/yr,489.7902
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,IMN,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,IND,Mt CO2/yr,2176.4617
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,IOT,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,IRL,Mt CO2/yr,37.4024
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,IRN,Mt CO2/yr,612.0725
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,IRQ,Mt CO2/yr,136.3353
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ISL,Mt CO2/yr,3.0482
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ISR,Mt CO2/yr,67.8796
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ITA,Mt CO2/yr,331.6164
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,JAM,Mt CO2/yr,8.4653
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,JEY,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,JOR,Mt CO2/yr,26.5861
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,JPN,Mt CO2/yr,1134.0597
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,KAZ,Mt CO2/yr,197.8294
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,KEN,Mt CO2/yr,19.5879
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,KGZ,Mt CO2/yr,10.9906
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,KHM,Mt CO2/yr,7.5163
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,KIR,Mt CO2/yr,1.3966
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,KNA,Mt CO2/yr,1.4308
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,KOR,Mt CO2/yr,595.1772
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,KWT,Mt CO2/yr,94.5086
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LAO,Mt CO2/yr,9.7228
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LBN,Mt CO2/yr,27.6407
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LBR,Mt CO2/yr,2.4282
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LBY,Mt CO2/yr,55.1999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LCA,Mt CO2/yr,1.4305
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LIE,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LKA,Mt CO2/yr,20.1408
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LSO,Mt CO2/yr,2.7681
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LTU,Mt CO2/yr,14.4987
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LUX,Mt CO2/yr,10.3461
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,LVA,Mt CO2/yr,8.3686
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MAC,Mt CO2/yr,2.4962
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MAF,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MAR,Mt CO2/yr,60.6753
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MCO,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MDA,Mt CO2/yr,9.254
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MDG,Mt CO2/yr,4.5828
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MDV,Mt CO2/yr,2.4456
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MEX,Mt CO2/yr,488.7113
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MHL,Mt CO2/yr,1.437
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MKD,Mt CO2/yr,8.0214
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MLI,Mt CO2/yr,3.0251
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MLT,Mt CO2/yr,3.0031
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MMR,Mt CO2/yr,20.0913
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MNE,Mt CO2/yr,3.5326
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MNG,Mt CO2/yr,17.821
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MNP,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MOZ,Mt CO2/yr,6.8192
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MRT,Mt CO2/yr,3.8009
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MSR,Mt CO2/yr,1.3527
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MTQ,Mt CO2/yr,1.8953
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MUS,Mt CO2/yr,5.2155
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MWI,Mt CO2/yr,2.5956
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MYS,Mt CO2/yr,240.9793
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,MYT,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NAM,Mt CO2/yr,5.2541
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NCL,Mt CO2/yr,4.6148
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NER,Mt CO2/yr,3.4546
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NFK,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NGA,Mt CO2/yr,115.6743
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NIC,Mt CO2/yr,6.6454
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NIU,Mt CO2/yr,1.3447
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NLD,Mt CO2/yr,153.4168
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NOR,Mt CO2/yr,47.8409
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NPL,Mt CO2/yr,8.3758
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NRU,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,NZL,Mt CO2/yr,34.6997
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,OMN,Mt CO2/yr,78.4434
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PAK,Mt CO2/yr,168.2663
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PAN,Mt CO2/yr,11.0197
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PCN,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PER,Mt CO2/yr,54.8749
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PHL,Mt CO2/yr,108.5341
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PLW,Mt CO2/yr,1.5596
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PNG,Mt CO2/yr,6.9878
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,POL,Mt CO2/yr,289.3878
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PRI,Mt CO2/yr,13.393
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PRK,Mt CO2/yr,32.2932
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PRT,Mt CO2/yr,51.4676
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PRY,Mt CO2/yr,7.8572
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PSE,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,PYF,Mt CO2/yr,2.2001
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,QAT,Mt CO2/yr,97.8071
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,REU,Mt CO2/yr,5.0032
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ROU,Mt CO2/yr,75.201
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,RUS,Mt CO2/yr,1622.1474
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,RWA,Mt CO2/yr,2.4495
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SAU,Mt CO2/yr,605.6495
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SDN,Mt CO2/yr,20.5054
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SEN,Mt CO2/yr,10.5333
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SGP,Mt CO2/yr,54.008
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SGS,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SHN,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SJM,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SLB,Mt CO2/yr,1.5343
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SLE,Mt CO2/yr,2.1869
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SLV,Mt CO2/yr,8.3339
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SMR,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SOM,Mt CO2/yr,2.0126
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SPM,Mt CO2/yr,1.3501
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SRB,Mt CO2/yr,51.3112
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SSD,Mt CO2/yr,3.4337
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,STP,Mt CO2/yr,1.4495
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SUR,Mt CO2/yr,4.0438
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SVK,Mt CO2/yr,34.9212
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SVN,Mt CO2/yr,13.9436
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SWE,Mt CO2/yr,40.7873
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SWZ,Mt CO2/yr,2.3392
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SXM,Mt CO2/yr,1.6419
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SYC,Mt CO2/yr,2.0062
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,SYR,Mt CO2/yr,26.3554
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TCA,Mt CO2/yr,1.3787
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TCD,Mt CO2/yr,2.5505
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TGO,Mt CO2/yr,3.1646
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,THA,Mt CO2/yr,274.6082
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TJK,Mt CO2/yr,9.4957
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TKL,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TKM,Mt CO2/yr,70.6191
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TLS,Mt CO2/yr,1.6943
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TON,Mt CO2/yr,1.4372
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TTO,Mt CO2/yr,36.226
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TUN,Mt CO2/yr,32.7867
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TUR,Mt CO2/yr,352.2287
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TUV,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TWN,Mt CO2/yr,291.7351
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,TZA,Mt CO2/yr,14.2304
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,UGA,Mt CO2/yr,6.1742
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,UKR,Mt CO2/yr,232.6091
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,UMI,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,URY,Mt CO2/yr,8.0307
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,USA,Mt CO2/yr,4847.6658
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,UZB,Mt CO2/yr,99.524
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,VAT,Mt CO2/yr,1.3336
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,VCT,Mt CO2/yr,1.3904
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,VEN,Mt CO2/yr,167.3858
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,VGB,Mt CO2/yr,1.3754
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,VIR,Mt CO2/yr,1.6788
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,VNM,Mt CO2/yr,198.0659
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,VUT,Mt CO2/yr,1.4784
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,WLF,Mt CO2/yr,1.3595
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,WSM,Mt CO2/yr,1.5703
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,World,Mt CO2/yr,33302.3988
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,YEM,Mt CO2/yr,15.3985
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ZAF,Mt CO2/yr,449.525
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ZMB,Mt CO2/yr,6.6071
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2015,ZWE,Mt CO2/yr,13.437
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ABW,Mt CO2/yr,1.661
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,AFG,Mt CO2/yr,13.6883
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,AGO,Mt CO2/yr,21.968
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,AIA,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ALA,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ALB,Mt CO2/yr,5.4836
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,AND,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ARE,Mt CO2/yr,185.9621
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ARG,Mt CO2/yr,155.8657
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ARM,Mt CO2/yr,4.6528
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ASM,Mt CO2/yr,1.1937
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ATA,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ATF,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ATG,Mt CO2/yr,1.2266
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,AUS,Mt CO2/yr,384.1021
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,AUT,Mt CO2/yr,64.0241
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,AZE,Mt CO2/yr,33.4963
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BDI,Mt CO2/yr,1.4933
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BEL,Mt CO2/yr,90.2118
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BEN,Mt CO2/yr,9.009
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BES,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BFA,Mt CO2/yr,5.0851
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BGD,Mt CO2/yr,88.0442
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BGR,Mt CO2/yr,36.8752
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BHR,Mt CO2/yr,34.2537
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BHS,Mt CO2/yr,1.5421
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BIH,Mt CO2/yr,21.7446
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BLM,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BLR,Mt CO2/yr,55.7133
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BLZ,Mt CO2/yr,1.2344
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BMU,Mt CO2/yr,1.1993
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BOL,Mt CO2/yr,19.2016
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BRA,Mt CO2/yr,420.7498
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BRB,Mt CO2/yr,1.4952
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BRN,Mt CO2/yr,9.7346
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BTN,Mt CO2/yr,1.929
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BVT,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,BWA,Mt CO2/yr,7.0308
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CAF,Mt CO2/yr,1.5802
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CAN,Mt CO2/yr,524.1546
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CCK,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CHE,Mt CO2/yr,32.1609
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CHL,Mt CO2/yr,84.0052
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CHN,Mt CO2/yr,10985.0483
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CIV,Mt CO2/yr,12.1932
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CMR,Mt CO2/yr,11.2038
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,COD,Mt CO2/yr,4.486
