source,variable,period,region,unit,value
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,COG,Mt CO2/yr,8.3986
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,COK,Mt CO2/yr,1.1819
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,COL,Mt CO2/yr,78.5845
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,COM,Mt CO2/yr,1.3647
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CPV,Mt CO2/yr,1.7935
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CRI,Mt CO2/yr,8.0772
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CUB,Mt CO2/yr,22.2064
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CUW,Mt CO2/yr,3.1115
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CXR,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CYM,Mt CO2/yr,1.2419
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CYP,Mt CO2/yr,7.6344
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,CZE,Mt CO2/yr,87.5957
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,DEU,Mt CO2/yr,583.725
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,DJI,Mt CO2/yr,1.9636
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,DMA,Mt CO2/yr,1.1394
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,DNK,Mt CO2/yr,26.6766
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,DOM,Mt CO2/yr,27.3074
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,DZA,Mt CO2/yr,164.5275
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ECU,Mt CO2/yr,36.0797
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,EGY,Mt CO2/yr,216.1333
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ERI,Mt CO2/yr,1.8231
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ESH,Mt CO2/yr,1.1111
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ESP,Mt CO2/yr,206.4958
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,EST,Mt CO2/yr,18.7585
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ETH,Mt CO2/yr,17.4047
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,FIN,Mt CO2/yr,37.6935
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,FJI,Mt CO2/yr,2.332
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,FLK,Mt CO2/yr,1.1198
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,FRA,Mt CO2/yr,273.8702
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,FRO,Mt CO2/yr,1.11
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,FSM,Mt CO2/yr,1.2956
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GAB,Mt CO2/yr,6.0812
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GBR,Mt CO2/yr,311.3708
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GEO,Mt CO2/yr,11.4456
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GGY,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GHA,Mt CO2/yr,20.8379
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GIB,Mt CO2/yr,1.7474
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GIN,Mt CO2/yr,5.3059
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GLP,Mt CO2/yr,1.4936
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GMB,Mt CO2/yr,1.7851
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GNB,Mt CO2/yr,1.5086
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GNQ,Mt CO2/yr,4.307
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GRC,Mt CO2/yr,51.8654
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GRD,Mt CO2/yr,1.1673
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GRL,Mt CO2/yr,1.1104
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GTM,Mt CO2/yr,18.0719
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GUF,Mt CO2/yr,1.2663
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GUM,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,GUY,Mt CO2/yr,4.4258
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,HKG,Mt CO2/yr,35.1495
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,HMD,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,HND,Mt CO2/yr,9.9216
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,HRV,Mt CO2/yr,17.2711
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,HTI,Mt CO2/yr,4.4727
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,HUN,Mt CO2/yr,47.1741
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,IDN,Mt CO2/yr,571.482
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,IMN,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,IND,Mt CO2/yr,2222.0705
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,IOT,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,IRL,Mt CO2/yr,34.3273
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,IRN,Mt CO2/yr,682.094
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,IRQ,Mt CO2/yr,166.1488
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ISL,Mt CO2/yr,2.5636
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ISR,Mt CO2/yr,59.9408
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ITA,Mt CO2/yr,277.8756
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,JAM,Mt CO2/yr,6.944
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,JEY,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,JOR,Mt CO2/yr,22.0164
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,JPN,Mt CO2/yr,966.0515
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,KAZ,Mt CO2/yr,217.6825
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,KEN,Mt CO2/yr,20.5639
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,KGZ,Mt CO2/yr,10.0331
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,KHM,Mt CO2/yr,15.3532
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,KIR,Mt CO2/yr,1.1746
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,KNA,Mt CO2/yr,1.2027
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,KOR,Mt CO2/yr,579.6399
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,KWT,Mt CO2/yr,97.9134
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LAO,Mt CO2/yr,18.9019
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LBN,Mt CO2/yr,22.3596
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LBR,Mt CO2/yr,2.6642
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LBY,Mt CO2/yr,46.4939
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LCA,Mt CO2/yr,1.2026
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LIE,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LKA,Mt CO2/yr,23.1103
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LSO,Mt CO2/yr,2.8162
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LTU,Mt CO2/yr,14.4135
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LUX,Mt CO2/yr,8.7838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,LVA,Mt CO2/yr,7.7749
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MAC,Mt CO2/yr,2.4124
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MAF,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MAR,Mt CO2/yr,66.51
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MCO,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MDA,Mt CO2/yr,9.6295
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MDG,Mt CO2/yr,4.1384
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MDV,Mt CO2/yr,2.2521
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MEX,Mt CO2/yr,425.2381
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MHL,Mt CO2/yr,1.216
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MKD,Mt CO2/yr,7.5624
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MLI,Mt CO2/yr,3.7434
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MLT,Mt CO2/yr,2.7043
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MMR,Mt CO2/yr,34.5736
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MNE,Mt CO2/yr,3.4808
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MNG,Mt CO2/yr,21.9443
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MNP,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MOZ,Mt CO2/yr,8.0551
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MRT,Mt CO2/yr,4.5912
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MSR,Mt CO2/yr,1.1281
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MTQ,Mt CO2/yr,1.6465
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MUS,Mt CO2/yr,4.7758
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MWI,Mt CO2/yr,2.8548
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MYS,Mt CO2/yr,239.9641
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,MYT,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NAM,Mt CO2/yr,4.903
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NCL,Mt CO2/yr,4.9301
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NER,Mt CO2/yr,3.3714
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NFK,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NGA,Mt CO2/yr,120.7989
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NIC,Mt CO2/yr,5.662
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NIU,Mt CO2/yr,1.1212
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NLD,Mt CO2/yr,126.7556
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NOR,Mt CO2/yr,43.6945
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NPL,Mt CO2/yr,16.6528
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NRU,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,NZL,Mt CO2/yr,33.0698
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,OMN,Mt CO2/yr,80.7835
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PAK,Mt CO2/yr,213.9883
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PAN,Mt CO2/yr,8.3081
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PCN,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PER,Mt CO2/yr,47.1234
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PHL,Mt CO2/yr,130.6136
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PLW,Mt CO2/yr,1.3419
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PNG,Mt CO2/yr,6.8994
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,POL,Mt CO2/yr,279.473
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PRI,Mt CO2/yr,6.7567
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PRK,Mt CO2/yr,65.8223
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PRT,Mt CO2/yr,40.4155
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PRY,Mt CO2/yr,8.8673
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PSE,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,PYF,Mt CO2/yr,1.9999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,QAT,Mt CO2/yr,100.374
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,REU,Mt CO2/yr,5.9515
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ROU,Mt CO2/yr,70.6588
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,RUS,Mt CO2/yr,1684.3664
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,RWA,Mt CO2/yr,2.5262
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SAU,Mt CO2/yr,566.9965
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SDN,Mt CO2/yr,21.072
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SEN,Mt CO2/yr,11.7053
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SGP,Mt CO2/yr,52.7416
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SGS,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SHN,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SJM,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SLB,Mt CO2/yr,1.3161
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SLE,Mt CO2/yr,2.3217
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SLV,Mt CO2/yr,7.4936
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SMR,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SOM,Mt CO2/yr,2.069
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SPM,Mt CO2/yr,1.1256
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SRB,Mt CO2/yr,52.4173
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SSD,Mt CO2/yr,2.8338
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,STP,Mt CO2/yr,1.275
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SUR,Mt CO2/yr,3.6946
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SVK,Mt CO2/yr,32.135
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SVN,Mt CO2/yr,12.9672
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SWE,Mt CO2/yr,32.8464
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SWZ,Mt CO2/yr,2.2521
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SXM,Mt CO2/yr,1.4041
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SYC,Mt CO2/yr,2.0689
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,SYR,Mt CO2/yr,26.2637
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TCA,Mt CO2/yr,1.1529
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TCD,Mt CO2/yr,2.4648
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TGO,Mt CO2/yr,3.5526
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,THA,Mt CO2/yr,272.5317
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TJK,Mt CO2/yr,13.2221
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TKL,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TKM,Mt CO2/yr,83.6006
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TLS,Mt CO2/yr,1.3664
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TON,Mt CO2/yr,1.2163
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TTO,Mt CO2/yr,30.2281
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TUN,Mt CO2/yr,29.8928
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TUR,Mt CO2/yr,399.4976
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TUV,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TWN,Mt CO2/yr,286.6554
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,TZA,Mt CO2/yr,17.3097
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,UGA,Mt CO2/yr,6.907
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,UKR,Mt CO2/yr,198.4688
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,UMI,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,URY,Mt CO2/yr,7.6024
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,USA,Mt CO2/yr,4222.2158
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,UZB,Mt CO2/yr,114.8826
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,VAT,Mt CO2/yr,1.1099
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,VCT,Mt CO2/yr,1.1641
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,VEN,Mt CO2/yr,69.3718
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,VGB,Mt CO2/yr,1.1498
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,VIR,Mt CO2/yr,1.271
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,VNM,Mt CO2/yr,349.3386
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,VUT,Mt CO2/yr,1.2585
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,WLF,Mt CO2/yr,1.1364
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,WSM,Mt CO2/yr,1.3532
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,World,Mt CO2/yr,33241.6888
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,YEM,Mt CO2/yr,12.4405
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ZAF,Mt CO2/yr,415.4098
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ZMB,Mt CO2/yr,8.1739
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2020,ZWE,Mt CO2/yr,9.7404
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ABW,Mt CO2/yr,2.051799999999999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,AFG,Mt CO2/yr,14.231800000000002
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,AGO,Mt CO2/yr,28.29989999999999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,AIA,Mt CO2/yr,1.3838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ALA,Mt CO2/yr,1.3838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ALB,Mt CO2/yr,6.293099999999998
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,AND,Mt CO2/yr,1.3838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ARE,Mt CO2/yr,205.83880000000002
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ARG,Mt CO2/yr,188.3777
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ARM,Mt CO2/yr,4.9201000000000015
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ASM,Mt CO2/yr,1.4853999999999994
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ATA,Mt CO2/yr,1.3838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ATF,Mt CO2/yr,1.3838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ATG,Mt CO2/yr,1.5251999999999997
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,AUS,Mt CO2/yr,363.50860000000006
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,AUT,Mt CO2/yr,55.54910000000001
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,AZE,Mt CO2/yr,34.63100000000001
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BDI,Mt CO2/yr,1.8854000000000006
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BEL,Mt CO2/yr,72.34789999999995
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BEN,Mt CO2/yr,7.883099999999999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BES,Mt CO2/yr,1.3838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BFA,Mt CO2/yr,6.252399999999999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BGD,Mt CO2/yr,103.65349999999998
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BGR,Mt CO2/yr,55.1227
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BHR,Mt CO2/yr,36.8707
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BHS,Mt CO2/yr,1.9068999999999998
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BIH,Mt CO2/yr,21.893900000000002
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BLM,Mt CO2/yr,1.3838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BLR,Mt CO2/yr,59.4543
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BLZ,Mt CO2/yr,1.5412
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BMU,Mt CO2/yr,1.4852
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BOL,Mt CO2/yr,26.588300000000007
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BRA,Mt CO2/yr,378.3608000000001
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BRB,Mt CO2/yr,1.8351999999999995
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BRN,Mt CO2/yr,8.070900000000004
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BTN,Mt CO2/yr,2.2312000000000003
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BVT,Mt CO2/yr,1.3838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,BWA,Mt CO2/yr,10.2416
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CAF,Mt CO2/yr,1.9879000000000002
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CAN,Mt CO2/yr,558.3416999999998
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CCK,Mt CO2/yr,1.3838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CHE,Mt CO2/yr,29.74460000000002
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CHL,Mt CO2/yr,73.7158
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CHN,Mt CO2/yr,11390.1115
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CIV,Mt CO2/yr,14.238999999999999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CMR,Mt CO2/yr,11.309500000000002
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,COD,Mt CO2/yr,4.776599999999999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,COG,Mt CO2/yr,10.644700000000002
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,COK,Mt CO2/yr,1.4611999999999998
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,COL,Mt CO2/yr,89.44949999999999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,COM,Mt CO2/yr,1.7118999999999995
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CPV,Mt CO2/yr,2.2641
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CRI,Mt CO2/yr,11.137999999999998
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CUB,Mt CO2/yr,20.945300000000003
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CUW,Mt CO2/yr,3.8922000000000008
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CXR,Mt CO2/yr,1.3838
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CYM,Mt CO2/yr,1.5438999999999994
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CYP,Mt CO2/yr,8.646199999999999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,CZE,Mt CO2/yr,92.5861
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,DEU,Mt CO2/yr,498.9586999999999
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,DJI,Mt CO2/yr,2.4565
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,DMA,Mt CO2/yr,1.4196999999999995
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,DNK,Mt CO2/yr,21.886699999999998
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,DOM,Mt CO2/yr,31.160800000000002
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,DZA,Mt CO2/yr,153.1087
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ECU,Mt CO2/yr,49.664199999999994
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,EGY,Mt CO2/yr,260.30879999999996
CEDS-2024,Emissions|CO2|Energy and Industrial Processes,2025,ERI,Mt CO2/yr,2.4714999999999994
